MRT_Line,Bus_ServiceNo,Bus_Route_Length_m,Overlap_Length_m,Coverage_Percentage,Consecutive_Coverage_Percentage,Max_Consecutive_Segments,Weighted_Average_Angle,Weighted_Average_Score
Thomson East Coast,132,21353.27834112654,9413.078553059233,18.421052631578945,13.636363636363635,3.0,41.2,21.06296650717703
Cross Island,109,20160.901893664937,14009.714123246555,12.121212121212121,9.523809523809524,2.0,61.6,20.978008658008658
Thomson East Coast,16,18738.782328205765,7417.529862148949,15.789473684210526,15.789473684210526,3.0,40.7,20.771578947368422
Jurong Region,241A,2021.6091820071767,2021.6091820071765,1.3333333333333335,33.33333333333333,1.0,33.8,20.626666666666665
Cross Island,88,21097.15593017289,11263.869600009306,21.21212121212121,4.545454545454546,1.0,51.3,20.563030303030303
Thomson East Coast,196e,11257.82492259239,8925.605262909528,15.789473684210526,16.666666666666664,2.0,37.4,20.462456140350877
Thomson East Coast,16M,19142.933769919302,7417.529862148949,15.789473684210526,15.0,3.0,40.7,20.455789473684213
Jurong Region,974A,17749.950297833995,9635.02170725617,14.666666666666666,16.666666666666664,3.0,39.6,20.453333333333333
Jurong Region,334,7829.090813909469,7560.261214364712,2.666666666666667,25.0,2.0,46.7,20.406666666666666
Cross Island,39B,7420.013656991582,6902.7618255829375,3.0303030303030303,25.0,2.0,45.8,20.372121212121215
Thomson East Coast,269,6776.40640992073,4076.5062298745215,2.631578947368421,28.57142857142857,2.0,39.3,20.341203007518796
Jurong Region,974,29849.90562324486,18679.897694010066,14.666666666666666,16.666666666666664,5.0,38.5,20.233333333333334
Jurong Region,98,22507.71619206801,16452.850256149555,10.666666666666668,17.391304347826086,4.0,43.8,19.9831884057971
Jurong Region,98B,8444.94542378122,5513.841188409389,8.0,22.22222222222222,2.0,39.4,19.968888888888888
Thomson East Coast,138,25316.504237761645,10455.184244476422,10.526315789473683,15.384615384615385,4.0,47.4,19.84437246963563
Jurong Region,79T,10006.099113724562,6583.842905767243,6.666666666666667,18.181818181818183,2.0,48.9,19.719393939393942
Cross Island,324,3156.48363015951,2541.1575382905653,3.0303030303030303,25.0,1.0,41.9,19.592121212121214
Cross Island,83,10930.611074510725,9345.431437406913,6.0606060606060606,27.27272727272727,3.0,30.2,19.37333333333333
Jurong Region,178,27273.837994663874,10236.57258916292,10.666666666666668,10.714285714285714,3.0,53.7,19.292380952380956
Jurong Region,975B,12530.205950826094,2785.9673859126583,1.3333333333333335,15.384615384615385,2.0,63.0,19.28717948717949
Jurong Region,405,13325.297932651678,5712.935613837725,13.333333333333334,21.428571428571427,3.0,26.8,19.264761904761905
Cross Island,58B,11169.66515517703,4095.9698556379044,15.151515151515152,16.666666666666664,2.0,31.9,19.107272727272726
Cross Island,403,6043.244049622741,4733.917578153027,6.0606060606060606,28.57142857142857,2.0,25.8,19.012813852813853
Thomson East Coast,169B,3039.698151392547,1200.985604625006,2.631578947368421,25.0,1.0,39.6,18.972631578947368
Jurong Region,502A,24555.67128609829,8087.214331808105,10.666666666666668,8.0,2.0,57.3,18.92666666666667
Jurong Region,249,14592.396078976615,7071.070003102965,4.0,20.0,3.0,46.4,18.88
Cross Island,39A,10009.576733008622,6942.970579775642,3.0303030303030303,18.181818181818183,2.0,51.9,18.864848484848487
Thomson East Coast,980,22536.933480775067,5125.689302961877,10.526315789473683,8.695652173913043,2.0,55.1,18.708787185354694
Cross Island,72,15186.340769156566,4580.217663176207,9.090909090909092,12.5,2.0,49.6,18.55636363636364
Jurong Region,651,21974.77768135687,8707.661578809526,10.666666666666668,9.090909090909092,2.0,52.8,18.463030303030305
Jurong Region,180,19461.676698111507,13252.2217011918,6.666666666666667,10.0,2.0,58.2,18.30666666666667
Thomson East Coast,901,4759.562513387837,4266.100248879705,5.263157894736842,20.0,1.0,40.8,18.265263157894736
Jurong Region,180A,9819.626416178167,6627.954871547501,6.666666666666667,10.0,1.0,57.9,18.246666666666666
Cross Island,89,38696.75012734955,23378.554596395737,15.151515151515152,5.128205128205128,2.0,50.6,18.231888111888114
Cross Island,116A,3132.1811324822934,1328.525334131819,3.0303030303030303,25.0,1.0,33.6,17.932121212121213
Jurong Region,993,7336.205499057335,7009.559172020563,2.666666666666667,25.0,2.0,34.3,17.926666666666666
Thomson East Coast,138A,12629.665596803854,5187.162265432399,5.263157894736842,15.384615384615385,2.0,47.3,17.71910931174089
Jurong Region,258,14324.916071690961,7729.953414208538,8.0,20.0,3.0,32.5,17.7
Jurong Region,143M,8309.33259266991,8211.864098511858,2.666666666666667,22.22222222222222,2.0,37.5,17.455555555555556
Cross Island,89A,15692.570793569179,9194.710280529058,12.121212121212121,6.25,1.0,49.6,17.26848484848485
Thomson East Coast,47,19323.82925055022,8762.332808415715,7.894736842105263,15.0,3.0,40.4,17.237894736842108
Cross Island,136,14420.30340785196,4210.558382611265,12.121212121212121,13.333333333333334,2.0,34.6,17.101818181818185
Cross Island,3,15987.40263480672,10848.170324794286,15.151515151515152,6.25,1.0,42.7,17.10060606060606
Cross Island,116,10361.432523378882,4482.625439175644,6.0606060606060606,18.181818181818183,2.0,36.7,17.0369696969697
Thomson East Coast,670,21698.89405977182,9554.927680494151,10.526315789473683,9.090909090909092,2.0,44.7,16.78688995215311
Thomson East Coast,36B,25675.006849773974,17426.23232262958,13.157894736842104,7.6923076923076925,2.0,42.2,16.78008097165992
Cross Island,329,5518.913173735375,2942.54907892559,6.0606060606060606,16.666666666666664,1.0,38.0,16.69090909090909
Cross Island,261,4054.1948546194803,2904.05624873082,3.0303030303030303,20.0,1.0,37.2,16.652121212121216
Cross Island,89e,17101.15506078056,9531.612601609566,9.090909090909092,5.555555555555555,1.0,53.6,16.57858585858586
Cross Island,72A,5777.819843558547,1130.4272141393928,3.0303030303030303,16.666666666666664,1.0,43.3,16.53878787878788
Jurong Region,79,20226.728875860226,13448.1342069348,6.666666666666667,9.523809523809524,2.0,49.9,16.45619047619048
Thomson East Coast,36,44616.364458517484,22222.688024250634,13.157894736842104,4.444444444444445,2.0,46.7,16.38093567251462
Cross Island,39,24190.177056562134,9147.883147116427,3.0303030303030303,8.0,2.0,59.4,16.292121212121213
Cross Island,68,12368.022615668026,9386.555566394367,12.121212121212121,15.384615384615385,2.0,26.3,16.262331002331003
Thomson East Coast,134,11883.039911586426,4962.123752658348,5.263157894736842,16.666666666666664,2.0,36.4,16.0519298245614
Cross Island,34A,8201.293733119746,6205.618313814148,9.090909090909092,11.11111111111111,1.0,38.2,15.720808080808082
Thomson East Coast,665,22978.673962006982,6727.221585254544,13.157894736842104,4.3478260869565215,1.0,43.1,15.622288329519453
Cross Island,110,34327.188719724465,12416.645897325776,9.090909090909092,2.857142857142857,1.0,54.0,15.57922077922078
Cross Island,159A,7364.373394842941,4011.7588500355755,6.0606060606060606,12.5,1.0,40.7,15.564242424242424
Cross Island,127,7513.595681113425,2997.283911276422,3.0303030303030303,12.5,1.0,45.6,15.332121212121212
Thomson East Coast,901M,7672.523436647951,4145.918756791179,5.263157894736842,12.5,1.0,41.0,15.305263157894737
Jurong Region,333,6560.938008297992,4576.421058061925,4.0,14.285714285714285,1.0,39.7,15.254285714285716
Cross Island,81,29464.17208608463,15553.509972637861,9.090909090909092,6.666666666666667,2.0,44.7,15.243030303030306
Cross Island,70B,5855.4755323492245,1519.291140873467,3.0303030303030303,16.666666666666664,1.0,36.3,15.138787878787877
Cross Island,268,14622.293344061398,5900.185172913467,3.0303030303030303,13.333333333333334,2.0,42.7,15.085454545454546
Jurong Region,194,6081.198809456304,4541.941223616686,1.3333333333333335,14.285714285714285,1.0,43.4,14.927619047619046
Thomson East Coast,196A,14029.060634263242,7354.377286535688,10.526315789473683,6.666666666666667,1.0,39.9,14.85719298245614
Jurong Region,335,9100.863868822435,9003.39537466438,4.0,10.0,1.0,46.2,14.84
Cross Island,858B,33185.03287237301,9901.710994672581,3.0303030303030303,2.941176470588235,1.0,61.4,14.668591800356507
Cross Island,88A,8799.609661904196,3858.791129469959,6.0606060606060606,11.11111111111111,1.0,38.6,14.58868686868687
Cross Island,74,24281.503815261174,6174.9907326033235,9.090909090909092,4.0,1.0,46.7,14.576363636363638
Cross Island,118B,9742.223824909135,4337.688342601134,3.0303030303030303,10.0,1.0,46.8,14.57212121212121
Cross Island,27A,9339.076220003726,6051.038657811623,6.0606060606060606,10.0,1.0,39.8,14.384242424242423
Cross Island,6,10097.13847287611,5708.141392727815,6.0606060606060606,18.181818181818183,2.0,23.3,14.356969696969697
Thomson East Coast,48,21824.417855420812,10254.595876468346,7.894736842105263,4.545454545454546,1.0,46.9,14.356076555023925
Cross Island,53,43566.49208256774,15553.509972637861,9.090909090909092,2.272727272727273,1.0,48.8,14.305454545454545
Thomson East Coast,860T,12942.490429179195,2523.8135938774526,5.263157894736842,7.6923076923076925,1.0,45.2,14.222186234817816
Cross Island,358,6927.637025563701,6728.334857196156,6.0606060606060606,14.285714285714285,1.0,29.8,14.09852813852814
Thomson East Coast,656,21731.516756758156,8354.619444496968,7.894736842105263,4.545454545454546,1.0,45.4,14.056076555023925
Thomson East Coast,513,16194.14778364162,5456.5010386031045,7.894736842105263,5.88235294117647,1.0,42.6,14.030835913312695
Cross Island,27,37184.08777211592,13815.439916622716,6.0606060606060606,2.631578947368421,1.0,52.4,13.956874003189792
Cross Island,359,11258.530468383013,10775.983120321032,9.090909090909092,8.333333333333332,1.0,34.8,13.92969696969697
Cross Island,43e,14761.628526280863,5807.512103948605,9.090909090909092,13.333333333333334,2.0,24.6,13.88969696969697
Cross Island,159,16671.16858288582,5044.324297129482,9.090909090909092,5.88235294117647,1.0,38.8,13.749304812834225
Thomson East Coast,860,25918.751445716465,5051.776386845258,7.894736842105263,3.8461538461538463,1.0,45.2,13.736356275303645
Cross Island,118,14416.361647263466,5898.28706443555,3.0303030303030303,6.666666666666667,1.0,48.5,13.57878787878788
Jurong Region,66,14361.711821766123,5946.122407687835,2.666666666666667,13.333333333333334,2.0,35.8,13.56
Cross Island,34,33666.6323582493,11764.287093806442,9.090909090909092,2.941176470588235,1.0,43.6,13.532834224598933
Cross Island,262,7660.867790591295,4291.2990307043565,3.0303030303030303,12.5,1.0,35.9,13.39212121212121
Cross Island,118A,12239.189310838472,5898.28706443555,3.0303030303030303,7.6923076923076925,1.0,45.4,13.36904428904429
Cross Island,43M,16991.046621008078,10627.542908463873,9.090909090909092,11.76470588235294,2.0,24.8,13.302245989304815
Thomson East Coast,401,19065.574922050382,12987.937829039442,10.526315789473683,5.0,1.0,34.9,13.190526315789473
Cross Island,50,16942.80717928296,5192.471878816612,9.090909090909092,5.88235294117647,1.0,36.0,13.189304812834227
Cross Island,168,25960.77019169159,4337.688342601134,3.0303030303030303,3.8461538461538463,1.0,51.4,13.030582750582752
Thomson East Coast,14,31608.98037341252,9701.955519851614,2.631578947368421,3.125,1.0,53.5,13.00263157894737
Thomson East Coast,36A,22204.95356553704,10677.0205737619,5.263157894736842,4.3478260869565215,1.0,45.5,12.944393592677345
Cross Island,168A,21839.522499662933,5019.311568554791,3.0303030303030303,4.545454545454546,1.0,48.7,12.770303030303033
Cross Island,315,9757.912262334534,3191.409821646426,3.0303030303030303,10.0,1.0,37.3,12.672121212121212
Thomson East Coast,10e,14712.323073519481,10687.680099430092,2.631578947368421,6.666666666666667,1.0,44.6,12.639298245614036
Thomson East Coast,7B,9841.375960670957,2553.1383511027257,2.631578947368421,10.0,1.0,36.8,12.412631578947368
Cross Island,73T,13463.218516154111,3946.7650148427524,3.0303030303030303,7.142857142857142,1.0,41.3,12.32926406926407
Cross Island,73,23886.55276763141,8003.728165435943,6.0606060606060606,4.166666666666666,1.0,40.8,12.25090909090909
Thomson East Coast,400,8611.523307256755,6662.874366435809,5.263157894736842,11.11111111111111,1.0,27.3,12.009707602339182
Thomson East Coast,123,15751.634602513748,3758.586799309468,5.263157894736842,6.25,1.0,30.7,10.745263157894737
Cross Island,103,15795.254691001115,1499.9434717250767,3.0303030303030303,6.25,1.0,34.9,10.692121212121211
Thomson East Coast,13,22386.555717704927,5701.513170539305,7.894736842105263,,,46.6,
Jurong Region,301,3890.5202795491978,3165.507935958372,2.666666666666667,,,44.9,
Jurong Region,300,4113.646942804227,3418.6911815675912,2.666666666666667,,,46.5,
Thomson East Coast,43,21611.1587350936,6775.501789901845,2.631578947368421,,,47.7,
Thomson East Coast,55,19581.872262057866,5479.843965438819,2.631578947368421,,,36.1,
Thomson East Coast,853M,27485.772419951136,6775.501789901845,2.631578947368421,,,55.9,
